state,county,locations,func_units,state_func_total,state_capacity_bu,est_capacity_bu
ND,McHenry,4,5.0,1260.0,246748825,979162
ND,McIntosh,1,5.0,1260.0,246748825,979162
ND,McKenzie,1,2.0,1260.0,246748825,391665
ND,McLean,4,4.0,1260.0,246748825,783330
ND,Morton,2,15.0,1260.0,246748825,2937486
ND,Mountrail,5,32.0,1260.0,246748825,6266637
ND,Nelson,5,27.0,1260.0,246748825,5287475
ND,Oliver,1,2.0,1260.0,246748825,391665
ND,Pembina,9,74.0,1260.0,246748825,14491598
ND,Pierce,2,3.0,1260.0,246748825,587497
ND,Ramsey,4,18.0,1260.0,246748825,3524983
ND,Ransom,3,6.0,1260.0,246748825,1174994
ND,Renville,3,12.0,1260.0,246748825,2349989
ND,Richland,15,62.0,1260.0,246748825,12141609
ND,Rolette,2,9.0,1260.0,246748825,1762492
ND,Sargent,6,17.0,1260.0,246748825,3329151
ND,Sheridan,1,1.0,1260.0,246748825,195832
ND,Stark,4,9.0,1260.0,246748825,1762492
ND,Steele,3,17.0,1260.0,246748825,3329151
ND,Stutsman,7,71.0,1260.0,246748825,13904100
ND,Towner,5,23.0,1260.0,246748825,4504145
ND,Traill,9,27.0,1260.0,246748825,5287475
ND,Walsh,7,134.0,1260.0,246748825,26241542
ND,Ward,7,14.0,1260.0,246748825,2741654
ND,Wells,5,4.0,1260.0,246748825,783330
ND,Williams,5,14.0,1260.0,246748825,2741654
NE,Adams,8,117.0,4258.0,846277556,23253752
NE,Antelope,7,25.0,4258.0,846277556,4968750
NE,Boone,4,41.0,4258.0,846277556,8148751
NE,Box Butte,7,28.0,4258.0,846277556,5565000
NE,Boyd,1,1.0,4258.0,846277556,198750
NE,Brown,1,40.0,4258.0,846277556,7950001
NE,Buffalo,7,78.0,4258.0,846277556,15502501
NE,Burt,2,21.0,4258.0,846277556,4173750
NE,Butler,4,122.0,4258.0,846277556,24247502
NE,Cass,7,199.0,4258.0,846277556,39551253
NE,Cedar,6,53.0,4258.0,846277556,10533751
NE,Chase,6,22.0,4258.0,846277556,4372500
NE,Cheyenne,8,39.0,4258.0,846277556,7751251
NE,Clay,8,101.0,4258.0,846277556,20073751
NE,Colfax,4,8.0,4258.0,846277556,1590000
NE,Cuming,3,4.0,4258.0,846277556,795000
NE,Custer,6,35.0,4258.0,846277556,6956250
NE,Dakota,1,6.0,4258.0,846277556,1192500
NE,Dawes,1,8.0,4258.0,846277556,1590000
NE,Dawson,5,67.0,4258.0,846277556,13316251
NE,Deuel,3,48.0,4258.0,846277556,9540001
NE,Dixon,3,10.0,4258.0,846277556,1987500
NE,Dodge,8,42.0,4258.0,846277556,8347501
NE,Douglas,1,21.0,4258.0,846277556,4173750
NE,Dundy,2,22.0,4258.0,846277556,4372500
NE,Fillmore,8,65.0,4258.0,846277556,12918751
NE,Franklin,4,69.0,4258.0,846277556,13713751
NE,Frontier,2,29.0,4258.0,846277556,5763750
NE,Furnas,5,25.0,4258.0,846277556,4968750
NE,Gage,9,217.0,4258.0,846277556,43128753
NE,Garden,2,32.0,4258.0,846277556,6360000
NE,Gosper,1,32.0,4258.0,846277556,6360000
NE,Greeley,1,4.0,4258.0,846277556,795000
NE,Hall,6,59.0,4258.0,846277556,11726251
NE,Hamilton,6,72.0,4258.0,846277556,14310001
NE,Harlan,4,68.0,4258.0,846277556,13515001
NE,Hayes,1,11.0,4258.0,846277556,2186250
NE,Hitchcock,5,40.0,4258.0,846277556,7950001
NE,Holt,3,28.0,4258.0,846277556,5565000
NE,Howard,1,5.0,4258.0,846277556,993750
NE,Jefferson,5,100.0,4258.0,846277556,19875001
NE,Johnson,6,222.0,4258.0,846277556,44122503
NE,Kearney,4,48.0,4258.0,846277556,9540001
NE,Keith,2,12.0,4258.0,846277556,2385000
NE,Kimball,2,31.0,4258.0,846277556,6161250
NE,Knox,4,12.0,4258.0,846277556,2385000
NE,Lancaster,14,303.0,4258.0,846277556,60221254
NE,Lincoln,3,37.0,4258.0,846277556,7353750
NE,Logan,1,5.0,4258.0,846277556,993750
NE,Madison,5,19.0,4258.0,846277556,3776250
NE,Merrick,4,30.0,4258.0,846277556,5962500
NE,Morrill,4,19.0,4258.0,846277556,3776250
NE,Nance,2,15.0,4258.0,846277556,2981250
NE,Nemaha,1,1.0,4258.0,846277556,198750
NE,Nuckolls,5,66.0,4258.0,846277556,13117501
NE,Otoe,8,186.0,4258.0,846277556,36967502
NE,Pawnee,2,47.0,4258.0,846277556,9341251
NE,Perkins,7,30.0,4258.0,846277556,5962500
NE,Phelps,5,89.0,4258.0,846277556,17688751
NE,Pierce,6,54.0,4258.0,846277556,10732501
NE,Platte,5,42.0,4258.0,846277556,8347501
NE,Polk,3,77.0,4258.0,846277556,15303751
NE,Red Willow,4,71.0,4258.0,846277556,14111251
NE,Richardson,3,24.0,4258.0,846277556,4770000
NE,Rock,1,1.0,4258.0,846277556,198750
NE,Saline,4,23.0,4258.0,846277556,4571250
NE,Saunders,4,145.0,4258.0,846277556,28818752
NE,Scotts Bluff,7,66.0,4258.0,846277556,13117501
NE,Seward,6,162.0,4258.0,846277556,32197502
NE,Sheridan,4,19.0,4258.0,846277556,3776250
NE,Sherman,3,11.0,4258.0,846277556,2186250
NE,Stanton,2,3.0,4258.0,846277556,596250
NE,Thayer,7,62.0,4258.0,846277556,12322501
NE,Thurston,3,5.0,4258.0,846277556,993750
NE,Valley,4,20.0,4258.0,846277556,3975000
NE,Washington,1,1.0,4258.0,846277556,198750
NE,Wayne,3,8.0,4258.0,846277556,1590000
NE,Webster,5,70.0,4258.0,846277556,13912501
NE,York,7,208.0,4258.0,846277556,41340003
NJ,Cumberland,1,12.0,12.0,3056000,3056000
NM,Chaves,1,2.0,8.0,4506000,1126500
NM,Curry,2,6.0,8.0,4506000,3379500
NY,Albany,1,1.0,1.0,13798000,13798000
OH,Allen,7,52.0,1224.0,320312000,13608026
OH,Ashland,4,18.0,1224.0,320312000,4710471
OH,Ashtabula,3,7.0,1224.0,320312000,1831850
OH,Auglaize,2,9.0,1224.0,320312000,2355235
OH,Butler,1,3.0,1224.0,320312000,785078
OH,Champaign,4,15.0,1224.0,320312000,3925392
OH,Clark,1,14.0,1224.0,320312000,3663699
OH,Clinton,2,3.0,1224.0,320312000,785078
OH,Columbiana,2,41.0,1224.0,320312000,10729405
OH,Coshocton,1,1.0,1224.0,320312000,261693
OH,Crawford,4,17.0,1224.0,320312000,4448778
OH,Darke,3,19.0,1224.0,320312000,4972163
OH,Defiance,5,27.0,1224.0,320312000,7065706
OH,Delaware,1,12.0,1224.0,320312000,3140314
OH,Fayette,3,35.0,1224.0,320312000,9159248
OH,Franklin,1,1.0,1224.0,320312000,261693
OH,Fulton,7,30.0,1224.0,320312000,7850784
OH,Geauga,1,7.0,1224.0,320312000,1831850
OH,Greene,1,4.0,1224.0,320312000,1046771
OH,Hamilton,5,67.0,1224.0,320312000,17533418
OH,Hancock,10,74.0,1224.0,320312000,19365268
OH,Hardin,5,67.0,1224.0,320312000,17533418
OH,Henry,14,36.0,1224.0,320312000,9420941
OH,Highland,1,5.0,1224.0,320312000,1308464
OH,Hocking,1,14.0,1224.0,320312000,3663699
OH,Huron,3,10.0,1224.0,320312000,2616928
OH,Knox,3,25.0,1224.0,320312000,6542320
OH,Licking,1,1.0,1224.0,320312000,261693
OH,Logan,2,14.0,1224.0,320312000,3663699
OH,Lorain,1,3.0,1224.0,320312000,785078
OH,Lucas,5,21.0,1224.0,320312000,5495549
OH,Mahoning,3,45.0,1224.0,320312000,11776176
OH,Marion,5,28.0,1224.0,320312000,7327399
OH,Medina,1,8.0,1224.0,320312000,2093542
OH,Mercer,3,22.0,1224.0,320312000,5757242
OH,Miami,4,21.0,1224.0,320312000,5495549
OH,Montgomery,4,8.0,1224.0,320312000,2093542
OH,Morrow,1,5.0,1224.0,320312000,1308464
OH,Muskingum,2,3.0,1224.0,320312000,785078
OH,Ottawa,3,12.0,1224.0,320312000,3140314
OH,Paulding,4,48.0,1224.0,320312000,12561255
OH,Pickaway,3,51.0,1224.0,320312000,13346333
OH,Preble,1,1.0,1224.0,320312000,261693
OH,Putnam,6,17.0,1224.0,320312000,4448778
OH,Richland,1,6.0,1224.0,320312000,1570157
OH,Ross,3,42.0,1224.0,320312000,10991098
OH,Sandusky,4,13.0,1224.0,320312000,3402007
OH,Seneca,4,23.0,1224.0,320312000,6018935
OH,Shelby,3,8.0,1224.0,320312000,2093542
OH,Stark,2,6.0,1224.0,320312000,1570157
OH,Trumbull,1,3.0,1224.0,320312000,785078
OH,Tuscarawas,1,22.0,1224.0,320312000,5757242
OH,Union,2,22.0,1224.0,320312000,5757242
OH,Van Wert,5,19.0,1224.0,320312000,4972163
OH,Wayne,4,44.0,1224.0,320312000,11514484
OH,Williams,4,7.0,1224.0,320312000,1831850
OH,Wood,11,58.0,1224.0,320312000,15178183
OH,Wyandot,6,30.0,1224.0,320312000,7850784
OK,Alfalfa,10,683.0,8579.0,233701000,18605640
OK,Beaver,2,230.0,8579.0,233701000,6265442
OK,Beckham,1,170.0,8579.0,233701000,4630979
OK,Blaine,11,46.0,8579.0,233701000,1253088
OK,Caddo,7,333.0,8579.0,233701000,9071271
OK,Canadian,6,324.0,8579.0,233701000,8826101
OK,Cimarron,3,20.0,8579.0,233701000,544821
OK,Comanche,4,86.0,8579.0,233701000,2342731
OK,Cotton,4,10.0,8579.0,233701000,272411
OK,Craig,1,3.0,8579.0,233701000,81723
OK,Custer,5,133.0,8579.0,233701000,3623060
OK,Dewey,5,61.0,8579.0,233701000,1661704
OK,Ellis,2,28.0,8579.0,233701000,762750
OK,Garfield,17,492.0,8579.0,233701000,13402598
OK,Grady,4,241.0,8579.0,233701000,6565094
OK,Grant,14,1305.0,8579.0,233701000,35549575
OK,Greer,2,340.0,8579.0,233701000,9261958
OK,Harper,2,305.0,8579.0,233701000,8308521
OK,Jackson,8,485.0,8579.0,233701000,13211911
OK,Jefferson,1,5.0,8579.0,233701000,136205
OK,Kay,7,660.0,8579.0,233701000,17979095
OK,Kingfisher,10,105.0,8579.0,233701000,2860311
OK,Kiowa,7,671.0,8579.0,233701000,18278747
OK,Logan,1,95.0,8579.0,233701000,2587900
OK,Major,5,43.0,8579.0,233701000,1171365
OK,Murray,1,2.0,8579.0,233701000,54482
OK,Muskogee,1,3.0,8579.0,233701000,81723
OK,Noble,5,160.0,8579.0,233701000,4358569
OK,Ottawa,2,3.0,8579.0,233701000,81723
OK,Payne,1,1.0,8579.0,233701000,27241
OK,Pottawatomie,1,1.0,8579.0,233701000,27241
OK,Rogers,2,2.0,8579.0,233701000,54482
OK,Texas,11,464.0,8579.0,233701000,12639849
OK,Tillman,4,54.0,8579.0,233701000,1471017
OK,Wagoner,1,2.0,8579.0,233701000,54482
OK,Washita,8,164.0,8579.0,233701000,4467533
OK,Woods,7,722.0,8579.0,233701000,19668041
OK,Woodward,3,127.0,8579.0,233701000,3459614
OR,Gilliam,4,192.0,711.0,53499000,14446987
OR,Jefferson,2,50.0,711.0,53499000,3762236
OR,Klamath,1,4.0,711.0,53499000,300979
OR,Marion,3,21.0,711.0,53499000,1580139
OR,Morrow,6,62.0,711.0,53499000,4665173
OR,Multnomah,1,1.0,711.0,53499000,75245
OR,Sherman,5,241.0,711.0,53499000,18133979
OR,Umatilla,8,32.0,711.0,53499000,2407831
OR,Wasco,2,108.0,711.0,53499000,8126430
PA,Lancaster,2,5.0,6.0,4168000,3473333
PA,Lawrence,1,1.0,6.0,4168000,694667
SD,Aurora,2,2.0,1261.0,459033480,728047
SD,Beadle,4,31.0,1261.0,459033480,11284725
SD,Bennett,1,5.0,1261.0,459033480,1820117
SD,Bon Homme,1,3.0,1261.0,459033480,1092070
SD,Brookings,7,49.0,1261.0,459033480,17837146
SD,Brown,11,85.0,1261.0,459033480,30941987
SD,Brule,2,24.0,1261.0,459033480,8736561
SD,Butte,1,2.0,1261.0,459033480,728047
SD,Campbell,2,81.0,1261.0,459033480,29485894
SD,Charles Mix,5,10.0,1261.0,459033480,3640234
SD,Clark,3,25.0,1261.0,459033480,9100584
SD,Clay,2,6.0,1261.0,459033480,2184140
SD,Codington,6,21.0,1261.0,459033480,7644491
SD,Corson,2,9.0,1261.0,459033480,3276210
SD,Davison,2,10.0,1261.0,459033480,3640234
SD,Day,3,38.0,1261.0,459033480,13832888
SD,Deuel,2,13.0,1261.0,459033480,4732304
SD,Dewey,2,5.0,1261.0,459033480,1820117
SD,Douglas,1,3.0,1261.0,459033480,1092070
SD,Edmunds,6,146.0,1261.0,459033480,53147413
SD,Faulk,3,39.0,1261.0,459033480,14196912
SD,Grant,3,5.0,1261.0,459033480,1820117
SD,Gregory,1,16.0,1261.0,459033480,5824374
SD,Haakon,3,22.0,1261.0,459033480,8008514
SD,Hamlin,3,4.0,1261.0,459033480,1456094
SD,Hand,1,4.0,1261.0,459033480,1456094
SD,Hanson,1,23.0,1261.0,459033480,8372538
SD,Hughes,3,20.0,1261.0,459033480,7280468
SD,Hutchinson,5,35.0,1261.0,459033480,12740818
SD,Hyde,2,29.0,1261.0,459033480,10556678
SD,Jackson,1,11.0,1261.0,459033480,4004257
SD,Jerauld,1,16.0,1261.0,459033480,5824374
SD,Kingsbury,7,22.0,1261.0,459033480,8008514
SD,Lake,3,3.0,1261.0,459033480,1092070
SD,Lincoln,4,22.0,1261.0,459033480,8008514
SD,Lyman,2,20.0,1261.0,459033480,7280468
SD,Marshall,2,10.0,1261.0,459033480,3640234
SD,McCook,2,6.0,1261.0,459033480,2184140
SD,McPherson,1,39.0,1261.0,459033480,14196912
SD,Miner,3,12.0,1261.0,459033480,4368281
SD,Minnehaha,8,24.0,1261.0,459033480,8736561
SD,Moody,1,1.0,1261.0,459033480,364023
SD,Oglala Lakota,1,11.0,1261.0,459033480,4004257
SD,Pennington,2,9.0,1261.0,459033480,3276210
SD,Perkins,2,12.0,1261.0,459033480,4368281
SD,Potter,3,32.0,1261.0,459033480,11648748
SD,Roberts,5,24.0,1261.0,459033480,8736561
SD,Sanborn,1,1.0,1261.0,459033480,364023
SD,Spink,7,82.0,1261.0,459033480,29849917
SD,Stanley,1,3.0,1261.0,459033480,1092070
SD,Sully,3,12.0,1261.0,459033480,4368281
SD,Tripp,2,14.0,1261.0,459033480,5096327
SD,Turner,3,12.0,1261.0,459033480,4368281
SD,Union,4,25.0,1261.0,459033480,9100584
SD,Walworth,2,39.0,1261.0,459033480,14196912
SD,Yankton,4,31.0,1261.0,459033480,11284725
SD,Ziebach,1,3.0,1261.0,459033480,1092070
TN,Chester,1,1.0,72.0,35288000,490111
TN,Coffee,1,2.0,72.0,35288000,980222
TN,Dyer,1,25.0,72.0,35288000,12252778
TN,Franklin,2,6.0,72.0,35288000,2940667
TN,Hardin,1,2.0,72.0,35288000,980222
TN,Humphreys,1,4.0,72.0,35288000,1960444
TN,Lauderdale,1,13.0,72.0,35288000,6371444
TN,Lincoln,2,7.0,72.0,35288000,3430778
TN,Montgomery,1,2.0,72.0,35288000,980222
TN,Obion,4,7.0,72.0,35288000,3430778
TN,Shelby,1,1.0,72.0,35288000,490111
TN,Weakley,2,2.0,72.0,35288000,980222
TX,Armstrong,2,13.0,2951.0,331780000,1461586
TX,Bailey,1,3.0,2951.0,331780000,337289
TX,Baylor,1,6.0,2951.0,331780000,674578
TX,Cameron,2,27.0,2951.0,331780000,3035601
TX,Carson,2,25.0,2951.0,331780000,2810742
TX,Castro,3,25.0,2951.0,331780000,2810742
TX,Coleman,1,1.0,2951.0,331780000,112430
TX,Collingsworth,1,1.0,2951.0,331780000,112430
TX,Colorado,4,3.0,2951.0,331780000,337289
TX,Concho,1,3.0,2951.0,331780000,337289
TX,Cooke,1,1.0,2951.0,331780000,112430
TX,Dallam,9,122.0,2951.0,331780000,13716422
TX,Deaf Smith,16,128.0,2951.0,331780000,14391000
TX,Floyd,8,24.0,2951.0,331780000,2698312
TX,Foard,2,6.0,2951.0,331780000,674578
TX,Fort Bend,1,6.0,2951.0,331780000,674578
TX,Gray,3,45.0,2951.0,331780000,5059336
TX,Hale,6,206.0,2951.0,331780000,23160515
TX,Hansford,5,366.0,2951.0,331780000,41149265
TX,Hardeman,1,2.0,2951.0,331780000,224859
TX,Harris,3,6.0,2951.0,331780000,674578
TX,Hartley,3,75.0,2951.0,331780000,8432226
TX,Haskell,1,1.0,2951.0,331780000,112430
TX,Hidalgo,4,10.0,2951.0,331780000,1124297
TX,Hill,5,10.0,2951.0,331780000,1124297
TX,Hockley,1,1.0,2951.0,331780000,112430
TX,Hutchinson,2,266.0,2951.0,331780000,29906296
TX,Jackson,5,14.0,2951.0,331780000,1574016
TX,Jefferson,1,0.0,2951.0,331780000,0
TX,Jones,1,1.0,2951.0,331780000,112430
TX,Kleberg,1,1.0,2951.0,331780000,112430
TX,Knox,5,11.0,2951.0,331780000,1236727
TX,Lamb,3,61.0,2951.0,331780000,6858211
TX,Liberty,1,3.0,2951.0,331780000,337289
TX,Lipscomb,3,304.0,2951.0,331780000,34178624
TX,Lubbock,1,1.0,2951.0,331780000,112430
TX,Matagorda,3,3.0,2951.0,331780000,337289
TX,McCulloch,1,2.0,2951.0,331780000,224859
TX,Milam,1,1.0,2951.0,331780000,112430
TX,Moore,7,140.0,2951.0,331780000,15740156
TX,Navarro,1,2.0,2951.0,331780000,224859
TX,Nueces,6,19.0,2951.0,331780000,2136164
TX,Ochiltree,7,725.0,2951.0,331780000,81511522
TX,Oldham,2,23.0,2951.0,331780000,2585883
TX,Parmer,7,21.0,2951.0,331780000,2361023
TX,Potter,2,13.0,2951.0,331780000,1461586
TX,Refugio,1,1.0,2951.0,331780000,112430
TX,Runnels,3,4.0,2951.0,331780000,449719
TX,San Patricio,4,12.0,2951.0,331780000,1349156
TX,Sherman,4,173.0,2951.0,331780000,19450335
TX,Swisher,2,2.0,2951.0,331780000,224859
TX,Tarrant,3,7.0,2951.0,331780000,787008
TX,Victoria,1,3.0,2951.0,331780000,337289
TX,Waller,2,3.0,2951.0,331780000,337289
TX,Wharton,9,11.0,2951.0,331780000,1236727
TX,Wilbarger,3,5.0,2951.0,331780000,562148
TX,Willacy,1,2.0,2951.0,331780000,224859
TX,Young,1,1.0,2951.0,331780000,112430
UT,Weber,2,7.0,7.0,2867000,2867000
VA,Accomack,1,18.0,97.0,15656000,2905237
VA,Chesapeake,1,16.0,97.0,15656000,2582433
VA,Essex,1,15.0,97.0,15656000,2421031
VA,Halifax,1,2.0,97.0,15656000,322804
VA,Isle Of Wight,1,1.0,97.0,15656000,161402
VA,King William,1,1.0,97.0,15656000,161402
VA,Lancaster,1,13.0,97.0,15656000,2098227
VA,Northampton,1,17.0,97.0,15656000,2743835
VA,Westmoreland,1,14.0,97.0,15656000,2259629
WA,Adams,29,485.0,3014.0,248843000,40042752
WA,Asotin,1,2.0,3014.0,248843000,165125
WA,Benton,2,9.0,3014.0,248843000,743061
WA,Chelan,1,19.0,3014.0,248843000,1568685
WA,Clark,1,1.0,3014.0,248843000,82562
WA,Columbia,9,252.0,3014.0,248843000,20805719
WA,Cowlitz,3,4.0,3014.0,248843000,330250
WA,Douglas,7,44.0,3014.0,248843000,3632745
WA,Franklin,7,86.0,3014.0,248843000,7100364
WA,Garfield,2,5.0,3014.0,248843000,412812
WA,Grant,16,230.0,3014.0,248843000,18989346
WA,Grays Harbor,1,1.0,3014.0,248843000,82562
WA,King,1,1.0,3014.0,248843000,82562
WA,Klickitat,3,89.0,3014.0,248843000,7348051
WA,Lincoln,19,290.0,3014.0,248843000,23943089
WA,Okanogan,1,7.0,3014.0,248843000,577937
WA,Pierce,1,1.0,3014.0,248843000,82562
WA,Spokane,16,388.0,3014.0,248843000,32034202
WA,Stevens,1,32.0,3014.0,248843000,2641996
WA,Walla Walla,7,20.0,3014.0,248843000,1651248
WA,Whitman,62,1048.0,3014.0,248843000,86525370
WI,Adams,1,8.0,917.0,326168437,2845526
WI,Ashland,1,5.0,917.0,326168437,1778454
WI,Barron,4,9.0,917.0,326168437,3201217
WI,Brown,6,31.0,917.0,326168437,11026414
WI,Buffalo,2,13.0,917.0,326168437,4623980
WI,Burnett,1,1.0,917.0,326168437,355691
WI,Calumet,2,3.0,917.0,326168437,1067072
WI,Chippewa,5,6.0,917.0,326168437,2134145
WI,Clark,6,24.0,917.0,326168437,8536579
WI,Columbia,3,11.0,917.0,326168437,3912598
WI,Crawford,1,5.0,917.0,326168437,1778454
WI,Dane,10,26.0,917.0,326168437,9247960
WI,Dodge,5,33.0,917.0,326168437,11737795
WI,Douglas,4,5.0,917.0,326168437,1778454
WI,Dunn,4,26.0,917.0,326168437,9247960
WI,Eau Claire,2,15.0,917.0,326168437,5335362
WI,Fond Du Lac,5,11.0,917.0,326168437,3912598
WI,Grant,5,61.0,917.0,326168437,21697137
WI,Green,2,4.0,917.0,326168437,1422763
WI,Green Lake,1,28.0,917.0,326168437,9959342
WI,Iowa,2,4.0,917.0,326168437,1422763
WI,Jackson,4,8.0,917.0,326168437,2845526
WI,Jefferson,4,9.0,917.0,326168437,3201217
WI,Juneau,3,35.0,917.0,326168437,12449177
WI,Kewaunee,3,4.0,917.0,326168437,1422763
WI,La Crosse,4,11.0,917.0,326168437,3912598
WI,Lafayette,6,56.0,917.0,326168437,19918683
WI,Manitowoc,7,18.0,917.0,326168437,6402434
WI,Marathon,5,31.0,917.0,326168437,11026414
WI,Marquette,2,25.0,917.0,326168437,8892269
WI,Milwaukee,1,4.0,917.0,326168437,1422763
WI,Monroe,2,11.0,917.0,326168437,3912598
WI,Oconto,1,17.0,917.0,326168437,6046743
WI,Outagamie,4,43.0,917.0,326168437,15294703
WI,Pepin,1,10.0,917.0,326168437,3556908
WI,Pierce,3,30.0,917.0,326168437,10670723
WI,Polk,1,1.0,917.0,326168437,355691
WI,Portage,1,7.0,917.0,326168437,2489835
WI,Price,1,5.0,917.0,326168437,1778454
WI,Racine,2,10.0,917.0,326168437,3556908
WI,Richland,1,3.0,917.0,326168437,1067072
WI,Rock,10,53.0,917.0,326168437,18851611
WI,Rusk,1,6.0,917.0,326168437,2134145
WI,Sauk,3,16.0,917.0,326168437,5691052
WI,Shawano,1,18.0,917.0,326168437,6402434
WI,Sheboygan,4,15.0,917.0,326168437,5335362
WI,St. Croix,2,35.0,917.0,326168437,12449177
WI,Taylor,1,1.0,917.0,326168437,355691
WI,Trempealeau,4,28.0,917.0,326168437,9959342
WI,Vernon,3,25.0,917.0,326168437,8892269
WI,Walworth,4,13.0,917.0,326168437,4623980
WI,Washington,1,1.0,917.0,326168437,355691
WI,Waupaca,1,8.0,917.0,326168437,2845526
WI,Waushara,2,1.0,917.0,326168437,355691
WI,Winnebago,2,19.0,917.0,326168437,6758125
WI,Wood,2,11.0,917.0,326168437,3912598
WY,Goshen,2,25.0,63.0,2094000,830952
WY,Laramie,2,38.0,63.0,2094000,1263048
